epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,3.4216121041998644,2.8542200349171125,22.16420832789453,54.770917634773525,1e-05
1,1.9716519410098365,0.8362162970575399,77.23534786581386,94.38715572379584,0.0006330000000000001
2,1.6260870255371151,0.7361310852552702,82.09111082104164,96.07100900665709,0.0012560000000000002
3,1.4895166057723799,0.718436195962097,84.04907975460122,96.42344341469781,0.0018790000000000002
4,1.4119461462054668,0.7197097362044772,84.8061610755776,96.73671844406735,0.0025020000000000003
5,1.3567642513039626,0.7373844530638135,84.85837358047252,96.58008092938259,0.003105763032179903
6,1.29221770048414,0.7985139066783057,83.07009528782143,95.9013183657486,0.0030973238292635766
7,1.2424315540719277,0.9211960207340751,81.0468607231432,94.26967758778227,0.003087369940529293
8,1.20366255567836,1.029249646647794,79.37606056650567,93.26458686855501,0.003075911189263486
9,1.1683992248750434,1.1900837605342807,76.98733846756298,91.92011486751076,0.0030629588838702237
10,1.1428064549211958,1.4859472707238774,74.20702258190836,89.12674585563242,0.0030485258067111777
11,1.1203776563534948,1.6515098285961363,73.08445372666753,88.18692076752382,0.0030326262014909776
12,1.1008886439590557,2.4215448795543173,70.82626288996215,86.13757995039812,0.003015275759200393
13,1.0816651883096362,1.9381957099574958,72.10546925988774,86.82939564025584,0.0029964916026312205
14,1.0653207618365448,2.1720523771986358,69.66453465605012,85.00195796893355,0.0029762922694781557
15,1.050780346160481,2.321234153963663,69.99086281164338,86.33337684375408,0.0029546976940443247
16,1.038341825901998,2.5276619199517034,69.06409084975851,85.04111734760475,0.0029317291875685368
17,1.0270420387744086,2.6035530061451673,68.50280642213811,84.29708915285211,0.002907409417193662
18,1.0167142891556817,2.594840139994779,67.61519383892443,84.66257668711657,0.0028817623835968986
19,1.0042369481786166,2.4618681726031197,67.81099073228039,85.30217987207936,0.002854813397304003
20,0.998687296282923,2.50002989216894,68.43754079101944,85.9156768045947,0.0028265890537108557
21,0.9877582158778008,2.4696960011033973,67.15833442109385,84.96279859026237,0.0027971172068370163
22,0.9805132302419207,2.760743844635165,65.97049993473436,84.3754079101945,0.002766426941837171
23,0.9720526298154211,2.5974687387824695,65.94439368228691,84.58425792977418,0.0027345485462975934
24,0.9628726125858295,2.531448760615863,66.29682809032764,85.55018927033025,0.0027015134803459557
25,0.9575477046708686,2.3650722944336575,68.04594700430754,86.39864247487273,0.0026673543456039806
26,0.9517158002430132,2.374281823113823,67.92846886829396,86.42474872732019,0.002632104853013576
27,0.9443276980685337,2.276115175482966,67.45855632423965,85.98094243571336,0.002595799789568206
