epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.2584543659986775,1.0613292977418092,71.9618848714267,92.88604620806683,1e-05
1,1.423496490562933,0.5487623494811382,85.77209241613366,97.42853413392507,0.0006330000000000001
2,1.254732774830887,0.503644295171975,87.48205195144237,97.48074663882,0.0012560000000000002
3,1.1712675894881515,0.5035095732698489,87.40373319409998,97.20663098812166,0.0018790000000000002
4,1.1096722773734928,0.5038241899413425,88.10860201018144,97.16747160945046,0.0025020000000000003
5,1.0595933820689116,0.5179114322440771,87.93891136927294,96.89335595875212,0.003105763032179903
6,0.9900963267568452,0.5237176833148414,87.80838010703563,96.82809032763346,0.0030973238292635766
7,0.944648784529775,0.534753725494795,87.7561676021407,96.60618718183005,0.003087369940529293
8,0.9162953672064452,0.5431971478409313,87.62563633990341,96.44954966714528,0.003075911189263486
9,0.892382596141753,0.5432844979849236,87.80838010703563,96.58008092938259,0.0030629588838702237
10,0.8739258656374246,0.5376115666249919,87.97807074794413,96.47565591959274,0.0030485258067111777
11,0.8632350159042402,0.5467577895550516,87.5342644563373,96.48870904581648,0.0030326262014909776
12,0.8510429779740987,0.5457564576645306,87.86059261193056,96.29291215246052,0.003015275759200393
13,0.8426562150064902,0.5564087137138387,87.8736457381543,96.17543401644694,0.0029964916026312205
14,0.8375472445691056,0.556527780468852,87.6647957185746,96.35817778357917,0.0029762922694781557
15,0.8277735328207262,0.5596149993804864,87.82143323325937,95.92742461819606,0.0029546976940443247
