epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.313168049749053,1.0669015103384838,70.76099725884349,92.97741809163294,1e-05
1,1.4184208958368998,0.5352812999689989,86.13757995039812,97.45464038637253,0.0006330000000000001
2,1.2376378646156,0.4895331518812818,87.61258321367967,97.67654353217596,0.0012560000000000002
3,1.134043087147066,0.487909286891398,88.35661140843231,97.40242788147762,0.0018790000000000002
4,1.0512151854896368,0.4952215870154027,88.21302701997128,97.42853413392507,0.0025020000000000003
5,0.9887276093901215,0.5015616427512319,88.80041770003916,97.06304659966062,0.003105763032179903
6,0.9271192987347986,0.5074717993836477,88.48714267066963,97.0108340947657,0.0030973238292635766
7,0.8883283839573287,0.5166535630828016,88.47408954444589,97.02388722098942,0.003087369940529293
8,0.8621563218433117,0.5177457346615569,88.82652395248662,96.80198407518601,0.003075911189263486
9,0.843417129935071,0.5298871895675948,88.73515206892051,96.65839968672498,0.0030629588838702237
10,0.82803695511544,0.5319780001922276,88.70904581647305,96.61924030805378,0.0030485258067111777
11,0.8182981924714097,0.5365482515056985,88.52630204934081,96.46260279336902,0.0030326262014909776
12,0.8112588166069903,0.5373064466127138,88.66988643780185,96.42344341469781,0.003015275759200393
13,0.8027968223837669,0.5383317193261732,88.82652395248662,96.22764652134187,0.0029964916026312205
14,0.7955436215137378,0.5431768081001787,88.85263020493409,96.3320715311317,0.0029762922694781557
15,0.7920908241866739,0.5521583771241924,88.53935517556455,96.21459339511813,0.0029546976940443247
16,0.7869462422382394,0.5529411424468289,88.52630204934081,96.21459339511813,0.0029317291875685368
17,0.7837012636913147,0.5678348917202388,88.16081451507637,95.97963712309098,0.002907409417193662
18,0.7804776851677133,0.5673917435025004,88.31745202976113,96.04490275420963,0.0028817623835968986
19,0.7776147244443694,0.5721257962534468,87.9650176217204,96.04490275420963,0.002854813397304003
20,0.7748532683648088,0.5686021851366703,87.8736457381543,96.31901840490798,0.0028265890537108557
21,0.7733215207651001,0.5778287472542545,87.63868946612713,96.14932776399948,0.0027971172068370163
22,0.7704881876486823,0.5683224240726161,88.16081451507637,95.97963712309098,0.002766426941837171
23,0.7686642218917924,0.5783413039410243,88.10860201018144,96.18848714267067,0.0027345485462975934
24,0.768854624742366,0.584126012254642,87.8344863594831,96.07100900665709,0.0027015134803459557
25,0.7664728527720712,0.5906224202866996,87.84753948570683,95.78384022973502,0.0026673543456039806
26,0.7640494828422375,0.5927916898878043,87.79532698081191,95.87521211330113,0.002632104853013576
27,0.7627365142597441,0.6079679568058797,87.01213940738808,95.95353087064352,0.002595799789568206
28,0.7616356999484919,0.5934890569804652,87.71700822346952,95.8229996084062,0.0025584749839823277
